review_item_id,planning_run_id,candidate_id,schedule_candidate_window_id,machine_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
SCHED-REVIEW-001,PHASE4-MPS-20260711141513,MAINT-CAND-001,SCHED-WIN-001,M-FRAME-JIG-001,PRODUCTION_IMPACT_BLOCKED_CANDIDATE,CRITICAL,MAINT-CAND-001 status=BLOCKED_BY_PRODUCTION_IMPACT; priority=CRITICAL,REVIEW_PRODUCTION_IMPACT_WINDOW,False,True
SCHED-REVIEW-080,PHASE4-MPS-20260711141513,MAINT-CAND-009,SCHED-WIN-080,M-FINAL-STAND-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-009 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-081,PHASE4-MPS-20260711141513,MAINT-CAND-009,SCHED-WIN-081,M-FINAL-STAND-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-009 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-082,PHASE4-MPS-20260711141513,MAINT-CAND-009,SCHED-WIN-082,M-FINAL-STAND-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-009 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-083,PHASE4-MPS-20260711141513,MAINT-CAND-009,SCHED-WIN-083,M-FINAL-STAND-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-009 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-084,PHASE4-MPS-20260711141513,MAINT-CAND-009,SCHED-WIN-084,M-FINAL-STAND-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-009 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-085,PHASE4-MPS-20260711141513,MAINT-CAND-009,SCHED-WIN-085,M-FINAL-STAND-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-009 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-086,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-086,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-087,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-087,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-088,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-088,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-089,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-089,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-090,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-090,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-091,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-091,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-092,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-092,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-093,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-093,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-094,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-094,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-095,PHASE4-MPS-20260711141513,MAINT-CAND-010,SCHED-WIN-095,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-010 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-096,PHASE4-MPS-20260711141513,MAINT-CAND-011,SCHED-WIN-096,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-011 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-097,PHASE4-MPS-20260711141513,MAINT-CAND-011,SCHED-WIN-097,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-011 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-098,PHASE4-MPS-20260711141513,MAINT-CAND-011,SCHED-WIN-098,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-011 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-099,PHASE4-MPS-20260711141513,MAINT-CAND-011,SCHED-WIN-099,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-011 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-100,PHASE4-MPS-20260711141513,MAINT-CAND-011,SCHED-WIN-100,M-QC-TOOLS-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-011 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-101,PHASE4-MPS-20260711141513,MAINT-CAND-012,SCHED-WIN-101,M-PACK-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-012 status=BLOCKED_BY_CREW; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-102,PHASE4-MPS-20260711141513,MAINT-CAND-012,SCHED-WIN-102,M-PACK-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-012 status=BLOCKED_BY_CREW; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-103,PHASE4-MPS-20260711141513,MAINT-CAND-012,SCHED-WIN-103,M-PACK-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-012 status=BLOCKED_BY_CREW; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-104,PHASE4-MPS-20260711141513,MAINT-CAND-012,SCHED-WIN-104,M-PACK-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-012 status=BLOCKED_BY_CREW; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-105,PHASE4-MPS-20260711141513,MAINT-CAND-012,SCHED-WIN-105,M-PACK-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-012 status=BLOCKED_BY_CREW; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-106,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-106,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-107,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-107,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-108,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-108,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-109,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-109,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-110,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-110,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-111,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-111,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-112,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-112,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-113,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-113,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-114,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-114,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-115,PHASE4-MPS-20260711141513,MAINT-CAND-013,SCHED-WIN-115,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-013 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-116,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-116,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-117,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-117,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-118,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-118,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-119,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-119,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-120,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-120,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-121,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-121,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-122,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-122,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-123,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-123,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-124,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-124,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-125,PHASE4-MPS-20260711141513,MAINT-CAND-014,SCHED-WIN-125,M-FRAME-JIG-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-014 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-126,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-126,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-127,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-127,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-128,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-128,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-129,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-129,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-130,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-130,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-131,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-131,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-132,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-132,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-133,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-133,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-134,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-134,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-135,PHASE4-MPS-20260711141513,MAINT-CAND-015,SCHED-WIN-135,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-015 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-136,PHASE4-MPS-20260711141513,MAINT-CAND-016,SCHED-WIN-136,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-016 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-137,PHASE4-MPS-20260711141513,MAINT-CAND-016,SCHED-WIN-137,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-016 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-138,PHASE4-MPS-20260711141513,MAINT-CAND-016,SCHED-WIN-138,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-016 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-139,PHASE4-MPS-20260711141513,MAINT-CAND-016,SCHED-WIN-139,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-016 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-140,PHASE4-MPS-20260711141513,MAINT-CAND-016,SCHED-WIN-140,M-WHEEL-TRUE-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-016 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-141,PHASE4-MPS-20260711141513,MAINT-CAND-017,SCHED-WIN-141,M-BRAKE-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-017 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-142,PHASE4-MPS-20260711141513,MAINT-CAND-017,SCHED-WIN-142,M-BRAKE-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-017 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-143,PHASE4-MPS-20260711141513,MAINT-CAND-017,SCHED-WIN-143,M-BRAKE-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-017 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-144,PHASE4-MPS-20260711141513,MAINT-CAND-017,SCHED-WIN-144,M-BRAKE-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-017 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-145,PHASE4-MPS-20260711141513,MAINT-CAND-017,SCHED-WIN-145,M-BRAKE-BENCH-001,CREW_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-017 status=MULTI_BLOCKED; priority=CRITICAL,REVIEW_CREW_CAPACITY_AND_SKILL_COVERAGE,False,True
SCHED-REVIEW-146,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-146,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-147,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-147,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-148,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-148,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-149,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-149,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-150,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-150,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-151,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-151,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-152,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-152,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-153,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-153,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-154,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-154,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-155,PHASE4-MPS-20260711141513,MAINT-CAND-018,SCHED-WIN-155,M-BRAKE-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-018 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-156,PHASE4-MPS-20260711141513,MAINT-CAND-019,SCHED-WIN-156,M-FORK-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-019 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-157,PHASE4-MPS-20260711141513,MAINT-CAND-019,SCHED-WIN-157,M-FORK-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-019 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-158,PHASE4-MPS-20260711141513,MAINT-CAND-019,SCHED-WIN-158,M-FORK-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-019 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-159,PHASE4-MPS-20260711141513,MAINT-CAND-019,SCHED-WIN-159,M-FORK-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-019 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
SCHED-REVIEW-160,PHASE4-MPS-20260711141513,MAINT-CAND-019,SCHED-WIN-160,M-FORK-BENCH-001,SPARE_PART_BLOCKED_SCHEDULE_CANDIDATE,CRITICAL,MAINT-CAND-019 status=BLOCKED_BY_SPARE_PART; priority=CRITICAL,REVIEW_SPARE_PART_READINESS,False,True
