sku_id,supplier_id,unit_cost,moq,batch_size,lead_time_mean_days,lead_time_std_days,yield_rate,defect_rate,delay_probability,partial_delivery_rate,fixed_order_cost,delivery_cost,cost_per_late_day,partial_delivery_penalty,quality_rejection_cost_per_unit,supplier_history_status,supplier_trend_status,supplier_watchlist_flag,supplier_watchlist_reason,supplier_evidence_status,supplier_evidence_warning,supplier_requires_review,reference_order_quantity,estimated_product_cost,estimated_fixed_order_cost,estimated_delivery_cost,estimated_expected_delay_cost,estimated_expected_partial_delivery_cost,estimated_expected_quality_cost,estimated_total_procurement_cost,cost_score_basis,normalized_total_cost_score,demand_behavior_class,zero_demand_ratio,coefficient_of_variation,event_affected_ratio,data_sufficiency_class,champion_model,champion_confidence_score,champion_risk_level,average_p50_forecast,average_p90_forecast,average_forecast_confidence_score,dominant_forecast_risk_level,demand_context_status,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,demand_context_adjustment,supplier_trend_adjustment,reference_usable_quantity,reference_quantity_source,yield_adjusted_order_quantity,batch_rounded_order_quantity,moq_adjusted_order_quantity,final_feasible_order_quantity,is_supplier_active,is_feasible_supplier_option,feasibility_warning,feasibility_reason,supplier_score,adjusted_supplier_score,procurement_risk_score,procurement_risk_class
SKU-SUP-004,SUP-004,8.61,95,70,22,2.2,0.965,0.035,0.115,0.04,85.0,78.38,20.6,84.8,5.38,HISTORICAL,WATCHLIST,True,Delay trend is worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,95.0,817.9499999999999,85.0,78.38,5.211800000000002,3.392,17.8885,1007.8223,estimated_total_procurement_cost,0.6351873659310474,variable,0.0,0.5072057155713185,0.1878453038674033,high,moving_average_7,0.8294245150932132,MEDIUM_RISK,12.03809523809524,13.380952380952381,0.8294245150932134,MEDIUM_RISK,LOADED_FROM_PHASE1,0.1505158578715794,LOW,0.0,-0.05,13.380952380952381,AVERAGE_P90_FORECAST,13.866271897359981,70.0,95.0,95.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.6432466932430029,0.5932466932430028,0.10013721446574583,LOW
SKU-SUP-004,SUP-006,5.53,250,200,16,4.5,0.935,0.065,0.285,0.1,180.0,73.15,28.84,148.4,6.45,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,250.0,1382.5,180.0,73.15,36.9873,14.840000000000002,104.8125,1792.2898,estimated_total_procurement_cost,0.0,variable,0.0,0.5072057155713185,0.1878453038674033,high,moving_average_7,0.8294245150932132,MEDIUM_RISK,12.03809523809524,13.380952380952381,0.8294245150932134,MEDIUM_RISK,LOADED_FROM_PHASE1,0.28489891300780074,MEDIUM,0.0,-0.05,13.380952380952381,AVERAGE_P90_FORECAST,14.31117901706137,200.0,250.0,250.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.44090687051662314,0.39090687051662315,0.23452026960196715,LOW
SKU-SUP-004,SUP-007,9.38,40,30,7,2.6,0.945,0.055,0.185,0.06,35.0,114.95,24.72,100.7,6.45,HISTORICAL,INSUFFICIENT_DATA,False,Insufficient recent or baseline data for trend detection.,LIMITED_HISTORY,LIMITED_TREND_DATA,False,40.0,375.20000000000005,35.0,114.95,11.89032,6.042,14.190000000000001,557.2723200000001,estimated_total_procurement_cost,1.0,variable,0.0,0.5072057155713185,0.1878453038674033,high,moving_average_7,0.8294245150932132,MEDIUM_RISK,12.03809523809524,13.380952380952381,0.8294245150932134,MEDIUM_RISK,LOADED_FROM_PHASE1,0.2390816737088639,LOW,0.0,-0.03,13.380952380952381,AVERAGE_P90_FORECAST,14.15973796926178,30.0,40.0,40.0,True,True,NONE,Supplier option is feasible.,0.8698931313131313,0.8398931313131313,0.18870303030303032,LOW
SKU-TEA-002,SUP-001,3.4,95,70,16,6.5,0.854,0.146,0.445,0.292,66.3,182.7,56.65,265.2,9.22,HISTORICAL,IMPROVING,False,Supplier performance is improving across most metrics.,STRONG_HISTORY,NONE,False,95.0,323.0,66.3,182.7,163.860125,77.43839999999999,127.8814,941.179925,estimated_total_procurement_cost,0.0,variable,0.0,0.6049821743605146,0.1823204419889502,high,gradient_boosting,0.9135356253188412,LOW_RISK,47.510914203685545,47.83557365015667,0.9135356253188414,LOW_RISK,LOADED_FROM_PHASE1,0.403813016700173,MEDIUM,0.0,0.02,47.83557365015667,AVERAGE_P90_FORECAST,56.01355228355582,70.0,95.0,95.0,True,True,LOW_YIELD_REQUIRES_EXTRA_ORDERING,Low yield requires ordering extra quantity.,0.3047645399099066,0.3247645399099066,0.3865255107320932,MEDIUM
SKU-TEA-002,SUP-002,5.84,65,50,12,1.6,0.979,0.021,0.06,0.037,96.9,131.95,18.54,66.3,4.1,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,65.0,379.59999999999997,96.9,131.95,1.7798399999999999,2.4530999999999996,5.5965,618.27944,estimated_total_procurement_cost,0.7409679861349929,variable,0.0,0.6049821743605146,0.1823204419889502,high,gradient_boosting,0.9135356253188412,LOW_RISK,47.510914203685545,47.83557365015667,0.9135356253188414,LOW_RISK,LOADED_FROM_PHASE1,0.08677999117518043,LOW,0.0,0.0,47.83557365015667,AVERAGE_P90_FORECAST,48.86166869270344,50.0,65.0,65.0,True,True,NONE,Supplier option is feasible.,0.7861766955417248,0.7861766955417248,0.06949248520710061,LOW
SKU-TEA-002,SUP-005,4.27,65,45,14,8.1,0.904,0.096,0.375,0.232,71.4,152.25,46.35,224.4,8.2,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,90.0,384.29999999999995,71.4,152.25,140.78812499999998,52.0608,70.848,871.6469249999998,estimated_total_procurement_cost,0.15955915018190403,variable,0.0,0.6049821743605146,0.1823204419889502,high,gradient_boosting,0.9135356253188412,LOW_RISK,47.510914203685545,47.83557365015667,0.9135356253188414,LOW_RISK,LOADED_FROM_PHASE1,0.3812284860117641,MEDIUM,0.0,-0.05,47.83557365015667,AVERAGE_P90_FORECAST,52.91545757760693,90.0,90.0,90.0,False,False,INACTIVE_SUPPLIER,Supplier is inactive.,0.45304702015534165,0.40304702015534166,0.3639409800436843,MEDIUM
SKU-TEA-002,SUP-007,5.31,30,20,8,2.6,0.939,0.061,0.155,0.072,35.7,111.65,24.72,96.9,6.15,HISTORICAL,INSUFFICIENT_DATA,False,Insufficient recent or baseline data for trend detection.,LIMITED_HISTORY,LIMITED_TREND_DATA,False,60.0,318.59999999999997,35.7,111.65,9.96216,6.9768,22.509000000000004,505.39795999999996,estimated_total_procurement_cost,1.0,variable,0.0,0.6049821743605146,0.1823204419889502,high,gradient_boosting,0.9135356253188412,LOW_RISK,47.510914203685545,47.83557365015667,0.9135356253188414,LOW_RISK,LOADED_FROM_PHASE1,0.20281053627111012,LOW,0.0,-0.03,47.83557365015667,AVERAGE_P90_FORECAST,50.94310292881435,60.0,60.0,60.0,True,True,NONE,Supplier option is feasible.,0.8691521313131312,0.8391521313131312,0.1855230303030303,LOW
SKU-UMR-007,SUP-002,15.8,75,55,10,1.4,0.985,0.015,0.075,0.025,95.0,133.9,18.0,66.3,4.2,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,75.0,1185.0,95.0,133.9,1.89,1.6575,4.7250000000000005,1422.1725000000001,estimated_total_procurement_cost,0.0,smooth,0.0,0.1982651872930268,0.0828729281767955,high,gradient_boosting,0.9781453479708776,LOW_RISK,5.800035273741638,5.8000377103658325,0.9781453479708773,LOW_RISK,LOADED_FROM_PHASE1,0.07024906807470847,LOW,0.0,0.0,5.8000377103658325,AVERAGE_P90_FORECAST,5.88836315773181,55.0,75.0,75.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.5612972337278106,0.5612972337278106,0.0649724852071006,LOW
SKU-UMR-007,SUP-003,12.49,50,35,4,1.1,0.88,0.12,0.15,0.08,55.0,92.7,30.0,122.4,14.7,HISTORICAL,MIXED,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,50.0,624.5,55.0,92.7,4.95,9.792,88.19999999999999,875.142,estimated_total_procurement_cost,0.73640519681923,smooth,0.0,0.1982651872930268,0.0828729281767955,high,gradient_boosting,0.9781453479708776,LOW_RISK,5.800035273741638,5.8000377103658325,0.9781453479708773,LOW_RISK,LOADED_FROM_PHASE1,0.11308721088693155,LOW,0.015,0.0,5.8000377103658325,AVERAGE_P90_FORECAST,6.5909519435975366,35.0,50.0,50.0,True,True,HIGH_MOQ_VS_DEMAND;LOW_YIELD_REQUIRES_EXTRA_ORDERING,MOQ is high compared to expected demand.,0.8713335741202248,0.8863335741202248,0.10781062801932367,LOW
SKU-UMR-007,SUP-004,13.2,85,60,22,2.0,0.965,0.035,0.1,0.04,85.0,77.25,20.0,81.6,5.25,HISTORICAL,WATCHLIST,True,Delay trend is worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,85.0,1122.0,85.0,77.25,4.0,3.264,15.61875,1307.13275,estimated_total_procurement_cost,0.15486498420249895,smooth,0.0,0.1982651872930268,0.0828729281767955,high,gradient_boosting,0.9781453479708776,LOW_RISK,5.800035273741638,5.8000377103658325,0.9781453479708773,LOW_RISK,LOADED_FROM_PHASE1,0.09771379733335371,LOW,0.011782477341389732,-0.05,5.8000377103658325,AVERAGE_P90_FORECAST,6.010401772399827,60.0,85.0,85.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.47551885963801094,0.43730133697940066,0.09243721446574583,LOW
SKU-UMR-007,SUP-007,14.38,35,25,7,2.4,0.945,0.055,0.17,0.06,35.0,113.3,24.0,96.9,6.3,HISTORICAL,INSUFFICIENT_DATA,False,Insufficient recent or baseline data for trend detection.,LIMITED_HISTORY,LIMITED_TREND_DATA,False,35.0,503.3,35.0,113.3,9.792000000000002,5.814,12.1275,679.3335,estimated_total_procurement_cost,1.0,smooth,0.0,0.1982651872930268,0.0828729281767955,high,gradient_boosting,0.9781453479708776,LOW_RISK,5.800035273741638,5.8000377103658325,0.9781453479708773,LOW_RISK,LOADED_FROM_PHASE1,0.1862796131706382,LOW,0.006435045317220542,-0.03,5.8000377103658325,AVERAGE_P90_FORECAST,6.137606042715167,25.0,35.0,35.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.8369447979797979,0.8133798432970184,0.18100303030303033,LOW
