date,sku_id,quantity_demanded,location_id,channel,sales_value,event_label,notes
2026-01-23,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-01-24,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-01-25,SKU-SUN-003,0,WH-NORTH,online,0.0,,
2026-01-26,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-01-27,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-01-28,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-29,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-01-30,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-31,SKU-SUN-003,4,WH-NORTH,online,50.0,,
2026-02-01,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-02-02,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-03,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-02-04,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-02-05,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-06,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-07,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-02-08,SKU-SUN-003,1,WH-NORTH,online,12.5,,
2026-02-09,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-10,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-02-11,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-02-12,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-13,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-14,SKU-SUN-003,3,WH-NORTH,online,37.5,,
2026-02-15,SKU-SUN-003,3,WH-NORTH,online,37.5,,
2026-02-16,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-17,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-02-18,SKU-SUN-003,4,WH-NORTH,retail,50.0,,
2026-02-19,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-02-20,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-21,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-02-22,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-02-23,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-24,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-25,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-02-26,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-02-27,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-02-28,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-03-01,SKU-SUN-003,4,WH-NORTH,online,50.0,,
2026-03-02,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-03-03,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-03-04,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-03-05,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-03-06,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-03-07,SKU-SUN-003,1,WH-NORTH,online,12.5,,
2026-03-08,SKU-SUN-003,3,WH-NORTH,online,37.5,,
2026-03-09,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-03-10,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-03-11,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-03-12,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-03-13,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-03-14,SKU-SUN-003,0,WH-NORTH,online,0.0,,
2026-03-15,SKU-SUN-003,3,WH-NORTH,online,37.5,,
2026-03-16,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-03-17,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-03-18,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-03-19,SKU-SUN-003,5,WH-NORTH,retail,62.5,,
2026-03-20,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-03-21,SKU-SUN-003,1,WH-NORTH,online,12.5,,
2026-03-22,SKU-SUN-003,4,WH-NORTH,online,50.0,,
2026-03-23,SKU-SUN-003,4,WH-NORTH,retail,50.0,,
2026-03-24,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-03-25,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-03-26,SKU-SUN-003,4,WH-NORTH,retail,50.0,,
2026-03-27,SKU-SUN-003,4,WH-NORTH,retail,50.0,,
2026-03-28,SKU-SUN-003,2,WH-NORTH,online,25.0,,
2026-03-29,SKU-SUN-003,4,WH-NORTH,online,50.0,,
2026-03-30,SKU-SUN-003,6,WH-NORTH,retail,75.0,,
2026-03-31,SKU-SUN-003,5,WH-NORTH,retail,62.5,,
2026-04-01,SKU-SUN-003,4,WH-NORTH,retail,50.0,,
2026-04-02,SKU-SUN-003,7,WH-NORTH,retail,87.5,,
2026-04-03,SKU-SUN-003,7,WH-NORTH,retail,87.5,,
2026-04-04,SKU-SUN-003,6,WH-NORTH,online,75.0,,
2026-04-05,SKU-SUN-003,8,WH-NORTH,online,100.0,,
2026-04-06,SKU-SUN-003,8,WH-NORTH,retail,100.0,,
2026-04-07,SKU-SUN-003,7,WH-NORTH,retail,87.5,,
2026-04-08,SKU-SUN-003,5,WH-NORTH,retail,62.5,,
2026-04-09,SKU-SUN-003,7,WH-NORTH,retail,87.5,,
2026-04-10,SKU-SUN-003,8,WH-NORTH,retail,100.0,,
2026-04-11,SKU-SUN-003,7,WH-NORTH,online,87.5,,
2026-04-12,SKU-SUN-003,7,WH-NORTH,online,87.5,,
2026-04-13,SKU-SUN-003,9,WH-NORTH,retail,112.5,,
2026-04-14,SKU-SUN-003,10,WH-NORTH,retail,125.0,,
2026-04-15,SKU-SUN-003,8,WH-NORTH,retail,100.0,,
2026-04-16,SKU-SUN-003,9,WH-NORTH,retail,112.5,,
2026-04-17,SKU-SUN-003,11,WH-NORTH,retail,137.5,,
2026-04-18,SKU-SUN-003,11,WH-NORTH,online,137.5,,
2026-04-19,SKU-SUN-003,10,WH-NORTH,online,125.0,,
2026-04-20,SKU-SUN-003,11,WH-NORTH,retail,137.5,,
2026-04-21,SKU-SUN-003,12,WH-NORTH,retail,150.0,,
2026-04-22,SKU-SUN-003,10,WH-NORTH,retail,125.0,,
2026-04-23,SKU-SUN-003,9,WH-NORTH,retail,112.5,,
2026-04-24,SKU-SUN-003,11,WH-NORTH,retail,137.5,,
2026-04-25,SKU-SUN-003,13,WH-NORTH,online,162.5,,
2026-04-26,SKU-SUN-003,11,WH-NORTH,online,137.5,,
2026-04-27,SKU-SUN-003,10,WH-NORTH,retail,125.0,,
2026-04-28,SKU-SUN-003,14,WH-NORTH,retail,175.0,,
2026-04-29,SKU-SUN-003,12,WH-NORTH,retail,150.0,,
2026-04-30,SKU-SUN-003,11,WH-NORTH,retail,137.5,,
2026-05-01,SKU-SUN-003,13,WH-NORTH,retail,162.5,,
2026-05-02,SKU-SUN-003,17,WH-NORTH,online,212.5,,
2026-05-03,SKU-SUN-003,15,WH-NORTH,online,187.5,,
2026-05-04,SKU-SUN-003,13,WH-NORTH,retail,162.5,,
2026-05-05,SKU-SUN-003,16,WH-NORTH,retail,200.0,,
2026-05-06,SKU-SUN-003,16,WH-NORTH,retail,200.0,,
2026-05-07,SKU-SUN-003,13,WH-NORTH,retail,162.5,,
2026-05-08,SKU-SUN-003,13,WH-NORTH,retail,162.5,,
2026-05-09,SKU-SUN-003,18,WH-NORTH,online,225.0,,
2026-05-10,SKU-SUN-003,16,WH-NORTH,online,200.0,,
2026-05-11,SKU-SUN-003,12,WH-NORTH,retail,150.0,,
2026-05-12,SKU-SUN-003,16,WH-NORTH,retail,200.0,,
2026-05-13,SKU-SUN-003,17,WH-NORTH,retail,212.5,,
2026-05-14,SKU-SUN-003,14,WH-NORTH,retail,175.0,,
2026-05-15,SKU-SUN-003,14,WH-NORTH,retail,175.0,,
2026-05-16,SKU-SUN-003,20,WH-NORTH,online,250.0,,
2026-05-17,SKU-SUN-003,20,WH-NORTH,online,250.0,,
2026-05-18,SKU-SUN-003,15,WH-NORTH,retail,187.5,,
2026-05-19,SKU-SUN-003,19,WH-NORTH,retail,237.5,,
2026-05-20,SKU-SUN-003,21,WH-NORTH,retail,262.5,,
2026-05-21,SKU-SUN-003,17,WH-NORTH,retail,212.5,,
2026-05-22,SKU-SUN-003,15,WH-NORTH,retail,187.5,,
2026-05-23,SKU-SUN-003,21,WH-NORTH,online,262.5,,
2026-05-24,SKU-SUN-003,21,WH-NORTH,online,262.5,,
2026-05-25,SKU-SUN-003,21,WH-NORTH,retail,262.5,,
2026-05-26,SKU-SUN-003,18,WH-NORTH,retail,225.0,,
2026-05-27,SKU-SUN-003,21,WH-NORTH,retail,262.5,,
2026-05-28,SKU-SUN-003,18,WH-NORTH,retail,225.0,,
2026-05-29,SKU-SUN-003,16,WH-NORTH,retail,200.0,,
2026-05-30,SKU-SUN-003,22,WH-NORTH,online,275.0,,
2026-05-31,SKU-SUN-003,0,WH-NORTH,online,0.0,Anomaly,Temporary stockout
2026-06-01,SKU-SUN-003,19,WH-NORTH,retail,237.5,,
2026-06-02,SKU-SUN-003,20,WH-NORTH,retail,250.0,,
2026-06-03,SKU-SUN-003,23,WH-NORTH,retail,287.5,,
2026-06-04,SKU-SUN-003,22,WH-NORTH,retail,275.0,,
2026-06-05,SKU-SUN-003,18,WH-NORTH,retail,225.0,,
2026-06-06,SKU-SUN-003,23,WH-NORTH,online,287.5,,
2026-06-07,SKU-SUN-003,26,WH-NORTH,online,325.0,,
2026-06-08,SKU-SUN-003,31,WH-NORTH,retail,387.5,Summer Kickoff Sun Care,
2026-06-09,SKU-SUN-003,30,WH-NORTH,retail,375.0,Summer Kickoff Sun Care,
2026-06-10,SKU-SUN-003,35,WH-NORTH,retail,437.5,Summer Kickoff Sun Care,
2026-06-11,SKU-SUN-003,35,WH-NORTH,retail,437.5,Summer Kickoff Sun Care,
2026-06-12,SKU-SUN-003,28,WH-NORTH,retail,350.0,Summer Kickoff Sun Care,
2026-06-13,SKU-SUN-003,36,WH-NORTH,online,450.0,Summer Kickoff Sun Care,
2026-06-14,SKU-SUN-003,41,WH-NORTH,online,512.5,Summer Kickoff Sun Care,
2026-06-15,SKU-SUN-003,34,WH-NORTH,retail,425.0,Summer Kickoff Sun Care,
2026-06-16,SKU-SUN-003,34,WH-NORTH,retail,425.0,Summer Kickoff Sun Care,
2026-06-17,SKU-SUN-003,38,WH-NORTH,retail,475.0,Summer Kickoff Sun Care,
2026-06-18,SKU-SUN-003,39,WH-NORTH,retail,487.5,Summer Kickoff Sun Care,
2026-06-19,SKU-SUN-003,33,WH-NORTH,retail,412.5,Summer Kickoff Sun Care,
2026-06-20,SKU-SUN-003,38,WH-NORTH,online,475.0,Summer Kickoff Sun Care,
2026-06-21,SKU-SUN-003,43,WH-NORTH,online,537.5,Summer Kickoff Sun Care,
2026-06-22,SKU-SUN-003,24,WH-NORTH,retail,300.0,,
2026-06-23,SKU-SUN-003,22,WH-NORTH,retail,275.0,,
2026-06-24,SKU-SUN-003,23,WH-NORTH,retail,287.5,,
2026-06-25,SKU-SUN-003,25,WH-NORTH,retail,312.5,,
2026-06-26,SKU-SUN-003,21,WH-NORTH,retail,262.5,,
2026-06-27,SKU-SUN-003,24,WH-NORTH,online,300.0,,
2026-06-28,SKU-SUN-003,27,WH-NORTH,online,337.5,,
2026-06-29,SKU-SUN-003,24,WH-NORTH,retail,300.0,,
2026-06-30,SKU-SUN-003,24,WH-NORTH,retail,300.0,,
2026-01-01,SKU-SUP-004,45,WH-SOUTH,retail,189.0,,
2026-01-02,SKU-SUP-004,55,WH-SOUTH,retail,231.0,,
2026-01-03,SKU-SUP-004,47,WH-SOUTH,online,197.4,,
2026-01-04,SKU-SUP-004,47,WH-SOUTH,online,197.4,,
2026-01-05,SKU-SUP-004,56,WH-SOUTH,retail,235.2,,
2026-01-06,SKU-SUP-004,59,WH-SOUTH,retail,247.8,,
2026-01-07,SKU-SUP-004,56,WH-SOUTH,retail,235.2,,
2026-01-08,SKU-SUP-004,55,WH-SOUTH,retail,231.0,,
2026-01-09,SKU-SUP-004,55,WH-SOUTH,retail,231.0,,
2026-01-10,SKU-SUP-004,47,WH-SOUTH,online,197.4,,
2026-01-11,SKU-SUP-004,46,WH-SOUTH,online,193.2,,
2026-01-12,SKU-SUP-004,75,WH-SOUTH,retail,315.0,Winter Essentials Promotion,
2026-01-13,SKU-SUP-004,82,WH-SOUTH,retail,344.4,Winter Essentials Promotion,
2026-01-14,SKU-SUP-004,79,WH-SOUTH,retail,331.8,Winter Essentials Promotion,
2026-01-15,SKU-SUP-004,76,WH-SOUTH,retail,319.2,Winter Essentials Promotion,
2026-01-16,SKU-SUP-004,76,WH-SOUTH,retail,319.2,Winter Essentials Promotion,
2026-01-17,SKU-SUP-004,68,WH-SOUTH,online,285.6,Winter Essentials Promotion,
2026-01-18,SKU-SUP-004,64,WH-SOUTH,online,268.8,Winter Essentials Promotion,
2026-01-19,SKU-SUP-004,75,WH-SOUTH,retail,315.0,Winter Essentials Promotion,
2026-01-20,SKU-SUP-004,83,WH-SOUTH,retail,348.6,Winter Essentials Promotion,
2026-01-21,SKU-SUP-004,80,WH-SOUTH,retail,336.0,Winter Essentials Promotion,
2026-01-22,SKU-SUP-004,74,WH-SOUTH,retail,310.8,Winter Essentials Promotion,
2026-01-23,SKU-SUP-004,73,WH-SOUTH,retail,306.6,Winter Essentials Promotion,
2026-01-24,SKU-SUP-004,67,WH-SOUTH,online,281.4,Winter Essentials Promotion,
2026-01-25,SKU-SUP-004,63,WH-SOUTH,online,264.6,Winter Essentials Promotion,
2026-01-26,SKU-SUP-004,54,WH-SOUTH,retail,226.8,,
2026-01-27,SKU-SUP-004,61,WH-SOUTH,retail,256.2,,
2026-01-28,SKU-SUP-004,60,WH-SOUTH,retail,252.0,,
2026-01-29,SKU-SUP-004,55,WH-SOUTH,retail,231.0,,
2026-01-30,SKU-SUP-004,54,WH-SOUTH,retail,226.8,,
2026-01-31,SKU-SUP-004,51,WH-SOUTH,online,214.2,,
2026-02-01,SKU-SUP-004,49,WH-SOUTH,online,205.8,,
2026-02-02,SKU-SUP-004,54,WH-SOUTH,retail,226.8,,
2026-02-03,SKU-SUP-004,60,WH-SOUTH,retail,252.0,,
2026-02-04,SKU-SUP-004,61,WH-SOUTH,retail,256.2,,
2026-02-05,SKU-SUP-004,54,WH-SOUTH,retail,226.8,,
2026-02-06,SKU-SUP-004,51,WH-SOUTH,retail,214.2,,
2026-02-07,SKU-SUP-004,49,WH-SOUTH,online,205.8,,
2026-02-08,SKU-SUP-004,48,WH-SOUTH,online,201.6,,
2026-02-09,SKU-SUP-004,51,WH-SOUTH,retail,214.2,,
2026-02-10,SKU-SUP-004,57,WH-SOUTH,retail,239.4,,
2026-02-11,SKU-SUP-004,60,WH-SOUTH,retail,252.0,,
2026-02-12,SKU-SUP-004,54,WH-SOUTH,retail,226.8,,
2026-02-13,SKU-SUP-004,50,WH-SOUTH,retail,210.0,,
2026-02-14,SKU-SUP-004,49,WH-SOUTH,online,205.8,,
2026-02-15,SKU-SUP-004,49,WH-SOUTH,online,205.8,,
2026-02-16,SKU-SUP-004,52,WH-SOUTH,retail,218.4,,
2026-02-17,SKU-SUP-004,56,WH-SOUTH,retail,235.2,,
2026-02-18,SKU-SUP-004,59,WH-SOUTH,retail,247.8,,
2026-02-19,SKU-SUP-004,54,WH-SOUTH,retail,226.8,,
2026-02-20,SKU-SUP-004,48,WH-SOUTH,retail,201.6,,
2026-02-21,SKU-SUP-004,46,WH-SOUTH,online,193.2,,
2026-02-22,SKU-SUP-004,47,WH-SOUTH,online,197.4,,
2026-02-23,SKU-SUP-004,49,WH-SOUTH,retail,205.8,,
2026-02-24,SKU-SUP-004,52,WH-SOUTH,retail,218.4,,
2026-02-25,SKU-SUP-004,56,WH-SOUTH,retail,235.2,,
2026-02-26,SKU-SUP-004,53,WH-SOUTH,retail,222.6,,
2026-02-27,SKU-SUP-004,46,WH-SOUTH,retail,193.2,,
2026-02-28,SKU-SUP-004,44,WH-SOUTH,online,184.8,,
2026-03-01,SKU-SUP-004,47,WH-SOUTH,online,197.4,,
2026-03-02,SKU-SUP-004,50,WH-SOUTH,retail,210.0,,
2026-03-03,SKU-SUP-004,51,WH-SOUTH,retail,214.2,,
2026-03-04,SKU-SUP-004,55,WH-SOUTH,retail,231.0,,
2026-03-05,SKU-SUP-004,53,WH-SOUTH,retail,222.6,,
2026-03-06,SKU-SUP-004,45,WH-SOUTH,retail,189.0,,
2026-03-07,SKU-SUP-004,41,WH-SOUTH,online,172.2,,
2026-03-08,SKU-SUP-004,45,WH-SOUTH,online,189.0,,
2026-03-09,SKU-SUP-004,47,WH-SOUTH,retail,197.4,,
2026-03-10,SKU-SUP-004,47,WH-SOUTH,retail,197.4,,
2026-03-11,SKU-SUP-004,50,WH-SOUTH,retail,210.0,,
2026-03-12,SKU-SUP-004,50,WH-SOUTH,retail,210.0,,
2026-03-13,SKU-SUP-004,43,WH-SOUTH,retail,180.6,,
2026-03-14,SKU-SUP-004,38,WH-SOUTH,online,159.6,,
2026-03-15,SKU-SUP-004,42,WH-SOUTH,online,176.4,,
2026-03-16,SKU-SUP-004,47,WH-SOUTH,retail,197.4,,
2026-03-17,SKU-SUP-004,46,WH-SOUTH,retail,193.2,,
2026-03-18,SKU-SUP-004,48,WH-SOUTH,retail,201.6,,
2026-03-19,SKU-SUP-004,49,WH-SOUTH,retail,205.8,,
2026-03-20,SKU-SUP-004,43,WH-SOUTH,retail,180.6,,
2026-03-21,SKU-SUP-004,36,WH-SOUTH,online,151.2,,
2026-03-22,SKU-SUP-004,39,WH-SOUTH,online,163.8,,
2026-03-23,SKU-SUP-004,45,WH-SOUTH,retail,189.0,,
2026-03-24,SKU-SUP-004,43,WH-SOUTH,retail,180.6,,
2026-03-25,SKU-SUP-004,43,WH-SOUTH,retail,180.6,,
2026-03-26,SKU-SUP-004,44,WH-SOUTH,retail,184.8,,
2026-03-27,SKU-SUP-004,40,WH-SOUTH,retail,168.0,,
2026-03-28,SKU-SUP-004,33,WH-SOUTH,online,138.6,,
2026-03-29,SKU-SUP-004,36,WH-SOUTH,online,151.2,,
2026-03-30,SKU-SUP-004,42,WH-SOUTH,retail,176.4,,
2026-03-31,SKU-SUP-004,42,WH-SOUTH,retail,176.4,,
2026-04-01,SKU-SUP-004,41,WH-SOUTH,retail,172.2,,
2026-04-02,SKU-SUP-004,42,WH-SOUTH,retail,176.4,,
2026-04-03,SKU-SUP-004,40,WH-SOUTH,retail,168.0,,
2026-04-04,SKU-SUP-004,32,WH-SOUTH,online,134.4,,
2026-04-05,SKU-SUP-004,40,WH-SOUTH,online,168.0,,
2026-04-06,SKU-SUP-004,40,WH-SOUTH,retail,168.0,,
2026-04-07,SKU-SUP-004,40,WH-SOUTH,retail,168.0,,
2026-04-08,SKU-SUP-004,37,WH-SOUTH,retail,155.4,,
2026-04-09,SKU-SUP-004,37,WH-SOUTH,retail,155.4,,
2026-04-10,SKU-SUP-004,36,WH-SOUTH,retail,151.2,,
2026-04-11,SKU-SUP-004,29,WH-SOUTH,online,121.8,,
2026-04-12,SKU-SUP-004,28,WH-SOUTH,online,117.6,,
2026-04-13,SKU-SUP-004,36,WH-SOUTH,retail,151.2,,
2026-04-14,SKU-SUP-004,38,WH-SOUTH,retail,159.6,,
2026-04-15,SKU-SUP-004,34,WH-SOUTH,retail,142.8,,
2026-04-16,SKU-SUP-004,34,WH-SOUTH,retail,142.8,,
2026-04-17,SKU-SUP-004,35,WH-SOUTH,retail,147.0,,
2026-04-18,SKU-SUP-004,29,WH-SOUTH,online,121.8,,
2026-04-19,SKU-SUP-004,27,WH-SOUTH,online,113.4,,
2026-04-20,SKU-SUP-004,33,WH-SOUTH,retail,138.6,,
2026-04-21,SKU-SUP-004,36,WH-SOUTH,retail,151.2,,
2026-04-22,SKU-SUP-004,32,WH-SOUTH,retail,134.4,,
2026-04-23,SKU-SUP-004,29,WH-SOUTH,retail,121.8,,
2026-04-24,SKU-SUP-004,30,WH-SOUTH,retail,126.0,,
2026-04-25,SKU-SUP-004,26,WH-SOUTH,online,109.2,,
2026-04-26,SKU-SUP-004,23,WH-SOUTH,online,96.6,,
2026-04-27,SKU-SUP-004,27,WH-SOUTH,retail,113.4,,
2026-04-28,SKU-SUP-004,32,WH-SOUTH,retail,134.4,,
2026-04-29,SKU-SUP-004,29,WH-SOUTH,retail,121.8,,
2026-04-30,SKU-SUP-004,26,WH-SOUTH,retail,109.2,,
2026-05-01,SKU-SUP-004,27,WH-SOUTH,retail,113.4,,
2026-05-02,SKU-SUP-004,26,WH-SOUTH,online,109.2,,
2026-05-03,SKU-SUP-004,22,WH-SOUTH,online,92.4,,
2026-05-04,SKU-SUP-004,25,WH-SOUTH,retail,105.0,,
2026-05-05,SKU-SUP-004,30,WH-SOUTH,retail,126.0,,
2026-05-06,SKU-SUP-004,28,WH-SOUTH,retail,117.6,,
2026-05-07,SKU-SUP-004,23,WH-SOUTH,retail,96.6,,
2026-05-08,SKU-SUP-004,23,WH-SOUTH,retail,96.6,,
2026-05-09,SKU-SUP-004,23,WH-SOUTH,online,96.6,,
2026-05-10,SKU-SUP-004,19,WH-SOUTH,online,79.8,,
2026-05-11,SKU-SUP-004,20,WH-SOUTH,retail,84.0,,
2026-05-12,SKU-SUP-004,24,WH-SOUTH,retail,100.8,,
2026-05-13,SKU-SUP-004,25,WH-SOUTH,retail,105.0,,
2026-05-14,SKU-SUP-004,20,WH-SOUTH,retail,84.0,,
2026-05-15,SKU-SUP-004,19,WH-SOUTH,retail,79.8,,
2026-05-16,SKU-SUP-004,21,WH-SOUTH,online,88.2,,
2026-05-17,SKU-SUP-004,19,WH-SOUTH,online,79.8,,
2026-05-18,SKU-SUP-004,19,WH-SOUTH,retail,79.8,,
2026-05-19,SKU-SUP-004,22,WH-SOUTH,retail,92.4,,
2026-05-20,SKU-SUP-004,24,WH-SOUTH,retail,100.8,,
2026-05-21,SKU-SUP-004,19,WH-SOUTH,retail,79.8,,
2026-05-22,SKU-SUP-004,16,WH-SOUTH,retail,67.2,,
2026-05-23,SKU-SUP-004,18,WH-SOUTH,online,75.6,,
2026-05-24,SKU-SUP-004,17,WH-SOUTH,online,71.4,,
2026-05-25,SKU-SUP-004,20,WH-SOUTH,retail,84.0,,
2026-05-26,SKU-SUP-004,17,WH-SOUTH,retail,71.4,,
2026-05-27,SKU-SUP-004,20,WH-SOUTH,retail,84.0,,
2026-05-28,SKU-SUP-004,16,WH-SOUTH,retail,67.2,,
2026-05-29,SKU-SUP-004,13,WH-SOUTH,retail,54.6,,
2026-05-30,SKU-SUP-004,14,WH-SOUTH,online,58.8,,
2026-05-31,SKU-SUP-004,16,WH-SOUTH,online,67.2,,
2026-06-01,SKU-SUP-004,14,WH-SOUTH,retail,58.8,,
2026-06-02,SKU-SUP-004,15,WH-SOUTH,retail,63.0,,
2026-06-03,SKU-SUP-004,18,WH-SOUTH,retail,75.6,,
2026-06-04,SKU-SUP-004,16,WH-SOUTH,retail,67.2,,
2026-06-05,SKU-SUP-004,12,WH-SOUTH,retail,50.4,,
2026-06-06,SKU-SUP-004,12,WH-SOUTH,online,50.4,,
2026-06-07,SKU-SUP-004,14,WH-SOUTH,online,58.8,,
2026-06-08,SKU-SUP-004,12,WH-SOUTH,retail,50.4,,
2026-06-09,SKU-SUP-004,11,WH-SOUTH,retail,46.2,,
2026-06-10,SKU-SUP-004,14,WH-SOUTH,retail,58.8,,
2026-06-11,SKU-SUP-004,13,WH-SOUTH,retail,54.6,,
2026-06-12,SKU-SUP-004,9,WH-SOUTH,retail,37.8,,
2026-06-13,SKU-SUP-004,8,WH-SOUTH,online,33.6,,
2026-06-14,SKU-SUP-004,12,WH-SOUTH,online,50.4,,
2026-06-15,SKU-SUP-004,12,WH-SOUTH,retail,50.4,,
2026-06-16,SKU-SUP-004,10,WH-SOUTH,retail,42.0,,
2026-06-17,SKU-SUP-004,12,WH-SOUTH,retail,50.4,,
2026-06-18,SKU-SUP-004,14,WH-SOUTH,retail,58.8,,
2026-06-19,SKU-SUP-004,10,WH-SOUTH,retail,42.0,,
2026-06-20,SKU-SUP-004,7,WH-SOUTH,online,29.4,,
2026-06-21,SKU-SUP-004,10,WH-SOUTH,online,42.0,,
2026-06-22,SKU-SUP-004,11,WH-SOUTH,retail,46.2,,
2026-06-23,SKU-SUP-004,8,WH-SOUTH,retail,33.6,,
2026-06-24,SKU-SUP-004,8,WH-SOUTH,retail,33.6,,
2026-06-25,SKU-SUP-004,11,WH-SOUTH,retail,46.2,,
2026-06-26,SKU-SUP-004,8,WH-SOUTH,retail,33.6,,
2026-06-27,SKU-SUP-004,4,WH-SOUTH,online,16.8,,
2026-06-28,SKU-SUP-004,7,WH-SOUTH,online,29.4,,
2026-06-29,SKU-SUP-004,10,WH-SOUTH,retail,42.0,,
2026-06-30,SKU-SUP-004,7,WH-SOUTH,retail,29.4,,
2026-01-01,SKU-CHC-005,15,WH-NORTH,retail,149.25,New Year Holiday,
2026-01-02,SKU-CHC-005,20,WH-NORTH,retail,199.0,,
2026-01-03,SKU-CHC-005,19,WH-NORTH,online,189.05,,
2026-01-04,SKU-CHC-005,18,WH-NORTH,online,179.1,,
2026-01-05,SKU-CHC-005,20,WH-NORTH,retail,199.0,,
2026-01-06,SKU-CHC-005,20,WH-NORTH,retail,199.0,,
2026-01-07,SKU-CHC-005,17,WH-NORTH,retail,169.15,,
2026-01-08,SKU-CHC-005,18,WH-NORTH,retail,179.1,,
2026-01-09,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-10,SKU-CHC-005,19,WH-NORTH,online,189.05,,
2026-01-11,SKU-CHC-005,17,WH-NORTH,online,169.15,,
2026-01-12,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-13,SKU-CHC-005,22,WH-NORTH,retail,218.9,,
2026-01-14,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-15,SKU-CHC-005,18,WH-NORTH,retail,179.1,,
2026-01-16,SKU-CHC-005,21,WH-NORTH,retail,208.95,,
2026-01-17,SKU-CHC-005,21,WH-NORTH,online,208.95,,
2026-01-18,SKU-CHC-005,19,WH-NORTH,online,189.05,,
2026-01-19,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-20,SKU-CHC-005,22,WH-NORTH,retail,218.9,,
2026-01-21,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-22,SKU-CHC-005,17,WH-NORTH,retail,169.15,,
2026-01-23,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-24,SKU-CHC-005,21,WH-NORTH,online,208.95,,
2026-01-25,SKU-CHC-005,18,WH-NORTH,online,179.1,,
2026-01-26,SKU-CHC-005,17,WH-NORTH,retail,169.15,,
2026-01-27,SKU-CHC-005,22,WH-NORTH,retail,218.9,,
2026-01-28,SKU-CHC-005,21,WH-NORTH,retail,208.95,,
2026-01-29,SKU-CHC-005,18,WH-NORTH,retail,179.1,,
2026-01-30,SKU-CHC-005,19,WH-NORTH,retail,189.05,,
2026-01-31,SKU-CHC-005,23,WH-NORTH,online,228.85,,
2026-02-01,SKU-CHC-005,20,WH-NORTH,online,199.0,,
2026-02-02,SKU-CHC-005,18,WH-NORTH,retail,179.1,,
2026-02-03,SKU-CHC-005,22,WH-NORTH,retail,218.9,,
2026-02-04,SKU-CHC-005,22,WH-NORTH,retail,218.9,,
2026-02-05,SKU-CHC-005,18,WH-NORTH,retail,179.1,,
