review_item_id,planning_run_id,period_start,period_end,workstation_id,workstation_name,operation_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
QAC-REV-0001,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-FRAME-PREP,Frame Preparation Station,MT-OP-010,LARGE_OTHER_DEFECT_DISPOSITION,MEDIUM,defect_rate=0.0400; rework_hours=0.20; processing_trend=IMPROVING; adjusted_hours=19.29,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0078,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-FORK-SUSP,Fork and Suspension Prep Station,MT-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0500; rework_hours=0.92; processing_trend=WORSENING; adjusted_hours=43.00,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0079,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-WHEEL-SUB,Wheel Subassembly Station,MT-OP-030,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0500; rework_hours=0.77; processing_trend=WORSENING; adjusted_hours=43.18,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0080,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-BRAKE-SUB,Brake Subassembly Station,MT-OP-040,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.38; processing_trend=STABLE; adjusted_hours=32.66,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0081,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-FINAL-ASM,Final Assembly Station,MT-OP-050,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0700; rework_hours=1.85; processing_trend=WORSENING; adjusted_hours=69.88,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0082,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-QC,Final Quality Control Station,MT-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0450; rework_hours=0.71; processing_trend=STABLE; adjusted_hours=29.06,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0083,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-PACK,Packaging Station,MT-OP-070,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.04; processing_trend=STABLE; adjusted_hours=21.95,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0084,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-FRAME-PREP,Frame Preparation Station,MT-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.36; processing_trend=IMPROVING; adjusted_hours=35.04,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0085,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-FORK-SUSP,Fork and Suspension Prep Station,MT-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0500; rework_hours=0.92; processing_trend=WORSENING; adjusted_hours=43.00,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0086,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-WHEEL-SUB,Wheel Subassembly Station,MT-OP-030,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0500; rework_hours=0.77; processing_trend=WORSENING; adjusted_hours=43.18,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0087,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-BRAKE-SUB,Brake Subassembly Station,MT-OP-040,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.38; processing_trend=STABLE; adjusted_hours=32.66,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0088,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-FINAL-ASM,Final Assembly Station,MT-OP-050,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0700; rework_hours=1.85; processing_trend=WORSENING; adjusted_hours=69.88,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0089,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-QC,Final Quality Control Station,MT-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0450; rework_hours=0.71; processing_trend=STABLE; adjusted_hours=29.06,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0090,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-PACK,Packaging Station,MT-OP-070,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.04; processing_trend=STABLE; adjusted_hours=21.95,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0091,PHASE4-MPS-20260701125813,2026-09-28,2026-10-04,WS-FORK-SUSP,Fork and Suspension Prep Station,MT-OP-020,PROCESSING_TIME_QUALITY_CAPACITY_IMPACT,HIGH,defect_rate=0.0500; rework_hours=0.13; processing_trend=WORSENING; adjusted_hours=6.38,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0092,PHASE4-MPS-20260701125813,2026-09-28,2026-10-04,WS-WHEEL-SUB,Wheel Subassembly Station,MT-OP-030,PROCESSING_TIME_QUALITY_CAPACITY_IMPACT,HIGH,defect_rate=0.0500; rework_hours=0.11; processing_trend=WORSENING; adjusted_hours=6.38,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0093,PHASE4-MPS-20260701125813,2026-09-28,2026-10-04,WS-FINAL-ASM,Final Assembly Station,MT-OP-050,PROCESSING_TIME_QUALITY_CAPACITY_IMPACT,HIGH,defect_rate=0.0700; rework_hours=0.26; processing_trend=WORSENING; adjusted_hours=10.33,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0094,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,LARGE_OTHER_DEFECT_DISPOSITION,MEDIUM,defect_rate=0.0350; rework_hours=0.22; processing_trend=IMPROVING; adjusted_hours=21.03,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0095,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.40; processing_trend=WORSENING; adjusted_hours=26.38,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0096,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,REWORK_LOAD_REVIEW,MEDIUM,defect_rate=0.0300; rework_hours=0.25; processing_trend=STABLE; adjusted_hours=19.32,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0097,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0600; rework_hours=1.01; processing_trend=WORSENING; adjusted_hours=40.88,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0098,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-QC,Final Quality Control Station,ROAD-OP-050,LARGE_OTHER_DEFECT_DISPOSITION,MEDIUM,defect_rate=0.0400; rework_hours=0.45; processing_trend=STABLE; adjusted_hours=16.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0099,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-PACK,Packaging Station,ROAD-OP-060,LARGE_OTHER_DEFECT_DISPOSITION,MEDIUM,defect_rate=0.0200; rework_hours=0.03; processing_trend=STABLE; adjusted_hours=13.61,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0100,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.29,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0101,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.74; processing_trend=WORSENING; adjusted_hours=48.19,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0102,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.28,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0103,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.85; processing_trend=WORSENING; adjusted_hours=74.67,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0104,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.63,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0105,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.89,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0106,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0107,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0108,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0109,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0110,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0111,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0112,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0113,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0114,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0115,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0116,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0117,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0118,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0119,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0120,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0121,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0122,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0123,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0124,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0125,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0126,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0127,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0128,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0129,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0130,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0131,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0132,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0133,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0134,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0135,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0136,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0137,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0138,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0139,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0140,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0141,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0142,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0143,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0144,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0145,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0146,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0147,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0148,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0149,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0150,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0151,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0152,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0153,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
