planning_run_id,period_start,period_end,workstation_id,required_machine_type,operation_count,finished_sku_count,total_planned_production_qty,machine_required_hours,available_machine_hours,machine_utilization_pct,machine_capacity_gap_hours,machine_capacity_status,machine_overload_flag,machine_near_capacity_flag,no_machine_capacity_record_flag,capacity_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-21,2026-09-27,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,25.1983,9.919158333333334,160,6.199473958333333,150.08084166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,25.1983,18.931706666666667,640,2.958079166666667,621.0682933333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,10.9963,5.948088333333333,160,3.7175552083333328,154.05191166666665,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,25.1983,11.125768333333333,160,6.953605208333332,148.87423166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-PACK,PACKAGING_TOOLS,2,2,25.1983,6.849451666666667,160,4.280907291666667,153.15054833333335,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-QC,INSPECTION_TOOLS,2,2,25.1983,8.52591,160,5.32869375,151.47409,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-28,2026-10-04,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,25.1983,12.505655,360,3.473793055555556,347.494345,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
