planning_run_id,period_start,period_end,finished_sku,component_sku,component_name,gross_component_requirement_qty,component_on_hand_qty,component_available_qty,period_starting_component_inventory_qty,net_component_requirement_qty,projected_component_ending_inventory_qty,projected_component_shortage_qty,mrp_recommendation_status,mrp_review_required_flag,mrp_planning_basis,component_period_mrp_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260701122722,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.9741,500,460,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.9741,90,82,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.9741,160,148,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.9741,155,143,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.9741,180,166,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.9741,500,460,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.9741,90,82,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.9741,160,148,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.9741,155,143,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.9741,180,166,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.9741,500,460,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.9741,90,82,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.9741,160,148,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.9741,155,143,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.9741,180,166,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.9741,500,460,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.9741,90,82,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.9741,160,148,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.9741,155,143,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.9741,180,166,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.9741,500,460,0.0,76.9741,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,10.9963,90,82,0.0,10.9963,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,21.9926,210,192,0.0,21.9926,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,21.9926,300,278,0.0,21.9926,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,10.9963,160,148,0.0,10.9963,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,10.9963,155,143,0.0,10.9963,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,10.9963,180,166,0.0,10.9963,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-09-28,2026-10-04,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,10.9963,500,460,0.0,10.9963,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-FRAME-ROAD-001,Road Bike Aluminum Frame,53.9995,120,110,110.0,0.0,56.0005,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,107.999,260,240,240.0,0.0,132.001,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,107.999,340,315,315.0,0.0,207.001,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,53.9995,160,148,148.0,0.0,52.019,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,53.9995,155,143,143.0,0.0,47.019,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-PEDAL-SET-001,Pedal Set,53.9995,180,166,166.0,0.0,70.019,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,53.9995,500,460,460.0,0.0,364.019,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-FRAME-ROAD-001,Road Bike Aluminum Frame,99.0098,120,110,56.0005,43.0093,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.0196,260,240,132.001,66.0186,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.0196,340,315,207.001,0.0,8.9814,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,99.0098,160,148,52.019,69.7435,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,99.0098,155,143,47.019,72.5566,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-PEDAL-SET-001,Pedal Set,99.0098,180,166,70.019,59.6166,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,SKU-BIKE-ROAD-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,99.0098,500,460,364.019,0.0,188.0351,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-FRAME-ROAD-001,Road Bike Aluminum Frame,99.414,120,110,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,8.9814,189.8466,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,99.414,160,148,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,99.414,155,143,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-PEDAL-SET-001,Pedal Set,99.414,180,166,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,SKU-BIKE-ROAD-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,99.414,500,460,188.0351,0.0,11.647,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,SKU-BIKE-ROAD-001,SKU-COMP-FRAME-ROAD-001,Road Bike Aluminum Frame,99.414,120,110,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,SKU-BIKE-ROAD-001,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,SKU-BIKE-ROAD-001,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,99.414,160,148,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,SKU-BIKE-ROAD-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,99.414,155,143,0.0,99.414,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,PHASE4_MPS_BOM_MRP_NETTING_COMPATIBILITY_DETAIL,True
