recommendation_id,planning_run_id,finished_sku,schedule_candidate_id,blocking_operation_id,blocking_operation_name,blocking_reason,upstream_operation_id,upstream_operation_name,downstream_operation_id,downstream_operation_name,wip_item_id,wip_buffer_id,current_accepted_wip_qty,target_buffer_qty,available_buffer_capacity_qty,recommended_action,recommendation_reason,expected_schedule_effect,auto_action_allowed,advisory_only_flag
WIPREC-0055,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0056,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0057,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0058,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0059,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0060,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0061,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0062,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0063,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260810,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0064,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0065,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0066,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0067,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0068,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0069,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0070,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0071,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0072,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260817,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0073,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0074,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0075,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0076,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0077,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0078,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0079,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0080,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0081,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260824,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0082,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0083,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0084,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0085,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0086,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0087,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0088,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0089,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0090,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260831,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0091,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0092,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0093,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0094,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0095,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0096,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0097,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0098,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0099,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0100,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0101,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0102,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0103,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0104,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0105,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0106,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0107,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0108,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
