planning_run_id,bottleneck_review_item_id,period_start,period_end,workstation_id,workstation_name,bottleneck_issue_type,bottleneck_issue_severity,bottleneck_visibility_score,bottleneck_visibility_level,bottleneck_issue_description,evidence_layers,suggested_review_action,auto_action_allowed,advisory_only_flag
PHASE4-MPS-20260701125813,BN-REV-0069,2026-08-31,2026-09-06,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0070,2026-08-31,2026-09-06,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0071,2026-08-31,2026-09-06,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0072,2026-08-31,2026-09-06,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0073,2026-08-31,2026-09-06,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0074,2026-08-31,2026-09-06,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0075,2026-09-07,2026-09-13,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0076,2026-09-07,2026-09-13,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0077,2026-09-07,2026-09-13,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0078,2026-09-07,2026-09-13,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0079,2026-09-07,2026-09-13,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0080,2026-09-07,2026-09-13,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0081,2026-09-07,2026-09-13,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0082,2026-09-14,2026-09-20,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0083,2026-09-14,2026-09-20,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0084,2026-09-14,2026-09-20,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0085,2026-09-14,2026-09-20,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0086,2026-09-14,2026-09-20,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0087,2026-09-14,2026-09-20,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0088,2026-09-14,2026-09-20,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0089,2026-09-21,2026-09-27,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0090,2026-09-21,2026-09-27,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0091,2026-09-21,2026-09-27,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0092,2026-09-21,2026-09-27,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0093,2026-09-21,2026-09-27,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0094,2026-09-21,2026-09-27,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0095,2026-09-21,2026-09-27,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
