review_item_id,planning_run_id,alternative_id,schedule_candidate_id,finished_sku,operation_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
SALT-REV-0319,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0320,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0321,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0322,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-050,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0323,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0324,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-070,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0325,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0326,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0327,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0328,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0329,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-050,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0330,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0331,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-070,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0332,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0333,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0334,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0335,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0336,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-050,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0337,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0338,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-070,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0339,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0340,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0341,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0342,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,Allocated across real dated resource calendar window(s). Output buffer space reserved at completion time.,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0343,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,Allocated across real dated resource calendar window(s). Output buffer space reserved at completion time.,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0344,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,Allocated across real dated resource calendar window(s). Output buffer space reserved at completion time.,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0345,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0346,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0347,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0348,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0349,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0350,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0351,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0352,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0353,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0354,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0355,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0356,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0357,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0358,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0359,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0360,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0361,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0362,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0363,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0364,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0365,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0366,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0367,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0368,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0369,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0370,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0371,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0372,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0373,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0374,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0375,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0376,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0377,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0378,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0379,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0380,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0381,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0382,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0383,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0384,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0385,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0386,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0387,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0388,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0389,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0390,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0391,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0392,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0393,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0394,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0395,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0396,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0397,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0398,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-030,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0399,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-040,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0400,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-050,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0401,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-060,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0402,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260921,SKU-BIKE-ROAD-001,ROAD-OP-010,REVIEW_REQUIRED,HIGH,OUTPUT_BUFFER_CAPACITY_BLOCK,REVIEW_OPERATION_PLACEMENT,False,True
SALT-REV-0403,PHASE4-MPS-20260726202343,ALT-SETUP,PSC-SKU-BIKE-ROAD-001-20260921,SKU-BIKE-ROAD-001,ROAD-OP-020,REVIEW_REQUIRED,HIGH,NO_PREDECESSOR_OR_SHADOW_WIP_QUANTITY_AVAILABLE,REVIEW_OPERATION_PLACEMENT,False,True
