planning_run_id,period_start,period_end,workstation_id,required_labor_skill,operation_count,finished_sku_count,total_planned_production_qty,labor_required_hours,available_labor_hours,labor_utilization_pct,labor_capacity_gap_hours,labor_capacity_status,labor_overload_flag,labor_near_capacity_flag,no_labor_capacity_record_flag,labor_soft_warning_threshold_pct,labor_hard_overload_threshold_pct,labor_high_utilization_warning_flag,labor_hard_overload_flag,labor_capacity_interpretation,capacity_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-07,2026-09-13,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-14,2026-09-20,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-21,2026-09-27,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,25.1983,9.919158333333334,80,12.398947916666666,70.08084166666667,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,25.1983,18.931706666666667,160,11.832316666666667,141.06829333333334,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,10.9963,5.948088333333333,80,7.4351104166666655,74.05191166666667,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,25.1983,11.125768333333333,80,13.907210416666665,68.87423166666667,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-PACK,PACKAGING_OPERATOR,2,2,25.1983,6.849451666666667,80,8.561814583333334,73.15054833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-QC,QUALITY_INSPECTOR,2,2,25.1983,8.52591,80,10.6573875,71.47409,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-09-28,2026-10-04,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,25.1983,12.505655,120,10.421379166666668,107.494345,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
