planning_run_id,candidate_schedule_period,candidate_schedule_day,candidate_schedule_shift,finished_sku,operation_id,operation_name,workstation_id,machine_id,schedule_candidate_status,recommended_schedule_priority,critical_path_flag,bottleneck_risk_flag,material_blocker_flag,capacity_blocker_flag,maintenance_blocker_flag,schedule_assignment_status,source_phase,advisory_only_flag
PHASE4-MPS-20260721170405,2026-09-07,2026-09-07,SHIFT-A,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,M-FORK-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-07,2026-09-07,SHIFT-A,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-07,2026-09-07,SHIFT-A,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-07,2026-09-07,SHIFT-A,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-07,2026-09-07,SHIFT-A,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-07,2026-09-07,SHIFT-A,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,M-FORK-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-14,2026-09-15,SHIFT-B,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,M-FORK-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-21,2026-09-23,SHIFT-A,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MAINTENANCE_BLOCKED,CRITICAL,True,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,M-FORK-BENCH-001,MAINTENANCE_BLOCKED,CRITICAL,False,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MAINTENANCE_BLOCKED,CRITICAL,True,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MAINTENANCE_BLOCKED,CRITICAL,False,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MAINTENANCE_BLOCKED,CRITICAL,True,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,M-QC-TOOLS-001,MAINTENANCE_BLOCKED,CRITICAL,True,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-09-28,2026-10-01,SHIFT-B,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,M-PACK-BENCH-001,MAINTENANCE_BLOCKED,CRITICAL,True,True,False,False,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-06-29,2026-06-29,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-06-29,2026-06-29,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-06-29,2026-06-29,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-06-29,2026-06-29,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-06-29,2026-06-29,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-06-29,2026-06-29,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-06,2026-07-07,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-06,2026-07-07,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-06,2026-07-07,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-06,2026-07-07,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-06,2026-07-07,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-06,2026-07-07,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-13,2026-07-15,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-13,2026-07-15,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-13,2026-07-15,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-13,2026-07-15,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-13,2026-07-15,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-13,2026-07-15,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-20,2026-07-23,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-20,2026-07-23,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-20,2026-07-23,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-20,2026-07-23,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-20,2026-07-23,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-20,2026-07-23,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-27,2026-07-31,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-27,2026-07-31,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-27,2026-07-31,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-27,2026-07-31,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-27,2026-07-31,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-07-27,2026-07-31,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-03,2026-08-03,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-03,2026-08-03,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-03,2026-08-03,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-03,2026-08-03,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-03,2026-08-03,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-03,2026-08-03,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-10,2026-08-11,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-10,2026-08-11,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-10,2026-08-11,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,M-BRAKE-BENCH-001,MULTI_BLOCKED,CRITICAL,False,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-10,2026-08-11,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,M-FINAL-STAND-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-10,2026-08-11,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,M-QC-TOOLS-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-10,2026-08-11,SHIFT-A,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,M-PACK-BENCH-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-17,2026-08-19,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,M-FRAME-JIG-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,2026-08-17,2026-08-19,SHIFT-B,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,M-WHEEL-TRUE-001,MULTI_BLOCKED,CRITICAL,True,True,False,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
