planning_run_id,period_start,period_end,component_sku,component_name,gross_component_requirement_qty,component_on_hand_qty,component_available_qty,period_sequence,period_starting_component_inventory_qty,net_component_requirement_qty,projected_component_ending_inventory_qty,projected_component_shortage_qty,mrp_recommendation_status,mrp_review_required_flag,mrp_planning_basis,component_period_summary_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,4,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-27,2026-08-02,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,5,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-03,2026-08-09,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,6,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-10,2026-08-16,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,7,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-17,2026-08-23,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,8,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-24,2026-08-30,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,9,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-31,2026-09-06,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,10,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-07,2026-09-13,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,11,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-14,2026-09-20,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,12,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-21,2026-09-27,SKU-COMP-PEDAL-SET-001,Pedal Set,176.3881,180,166,13,0.0,176.3881,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-28,2026-10-04,SKU-COMP-PEDAL-SET-001,Pedal Set,25.1983,180,166,14,0.0,25.1983,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-06-29,2026-07-05,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,83.963,300,278,1,278.0,0.0,194.037,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,2,194.037,0.0,40.0888,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,3,40.0888,113.8594,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,4,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-27,2026-08-02,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,5,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-03,2026-08-09,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,6,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-10,2026-08-16,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,7,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-17,2026-08-23,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,8,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-24,2026-08-30,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,9,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-31,2026-09-06,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,10,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-07,2026-09-13,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,11,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-14,2026-09-20,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,12,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-21,2026-09-27,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,153.9482,300,278,13,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-28,2026-10-04,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,21.9926,300,278,14,0.0,21.9926,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-06-29,2026-07-05,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,107.999,340,315,1,315.0,0.0,207.001,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.0196,340,315,2,207.001,0.0,8.9814,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,3,8.9814,189.8466,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,4,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-27,2026-08-02,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,5,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-03,2026-08-09,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,6,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-10,2026-08-16,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,7,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-17,2026-08-23,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,8,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-24,2026-08-30,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,9,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-31,2026-09-06,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,10,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-07,2026-09-13,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,11,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-14,2026-09-20,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,12,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-21,2026-09-27,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,198.828,340,315,13,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-28,2026-10-04,SKU-COMP-TIRE-ROAD-700C,Road Bike 700C Tire,28.404,340,315,14,0.0,28.404,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-06-29,2026-07-05,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,83.963,210,192,1,192.0,0.0,108.037,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,2,108.037,45.9112,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,3,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,4,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-27,2026-08-02,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,5,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-03,2026-08-09,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,6,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-10,2026-08-16,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,7,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-17,2026-08-23,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,8,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-24,2026-08-30,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,9,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-31,2026-09-06,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,10,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-07,2026-09-13,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,11,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-14,2026-09-20,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,12,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-21,2026-09-27,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,153.9482,210,192,13,0.0,153.9482,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-28,2026-10-04,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,21.9926,210,192,14,0.0,21.9926,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-06-29,2026-07-05,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,107.999,260,240,1,240.0,0.0,132.001,0.0,COVERED_BY_COMPONENT_INVENTORY,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.0196,260,240,2,132.001,66.0186,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,3,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,4,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-07-27,2026-08-02,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,5,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-03,2026-08-09,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,6,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-10,2026-08-16,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,7,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-17,2026-08-23,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,8,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-24,2026-08-30,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,9,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-08-31,2026-09-06,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,10,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-07,2026-09-13,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,11,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-14,2026-09-20,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,12,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-21,2026-09-27,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,198.828,260,240,13,0.0,198.828,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
PHASE4-MPS-20260711134649,2026-09-28,2026-10-04,SKU-COMP-WHEEL-ROAD-700C,Road Bike 700C Wheel,28.404,260,240,14,0.0,28.404,0.0,0.0,NET_REQUIREMENT_IDENTIFIED,False,MPS_BOM_COMPONENT_NETTING_COMPONENT_PERIOD,True,PHASE4_MPS_BOM_MRP_COMPONENT_PERIOD_NETTING,True
