planning_run_id,review_item_id,period_start,period_end,workstation_id,workstation_name,issue_type,issue_severity,issue_description,main_constraint_layer,utilization_pct,capacity_gap_hours,suggested_review_action,auto_action_allowed,advisory_only_flag
PHASE4-MPS-20260628165504,CAP-REV-0083,2026-09-07,2026-09-13,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0084,2026-09-07,2026-09-13,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0085,2026-09-07,2026-09-13,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0086,2026-09-07,2026-09-13,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0087,2026-09-07,2026-09-13,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0088,2026-09-07,2026-09-13,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0089,2026-09-14,2026-09-20,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0090,2026-09-14,2026-09-20,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0091,2026-09-14,2026-09-20,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0092,2026-09-14,2026-09-20,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0093,2026-09-14,2026-09-20,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0094,2026-09-14,2026-09-20,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0095,2026-09-14,2026-09-20,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0096,2026-09-21,2026-09-27,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0097,2026-09-21,2026-09-27,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0098,2026-09-21,2026-09-27,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0099,2026-09-21,2026-09-27,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0100,2026-09-21,2026-09-27,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0101,2026-09-21,2026-09-27,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0102,2026-09-21,2026-09-27,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0103,2026-07-06,2026-07-12,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,83.86579791666666,12.907361666666674,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0104,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.1578,31.74752000000001,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0105,2026-07-06,2026-07-12,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.65679374999999,6.674565000000001,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0106,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0107,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0108,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0109,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0110,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0111,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0112,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0113,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0114,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0115,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0116,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0117,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0118,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0119,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0120,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0121,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0122,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0123,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0124,2026-08-24,2026-08-30,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0125,2026-08-24,2026-08-30,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0126,2026-08-24,2026-08-30,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0127,2026-08-31,2026-09-06,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0128,2026-08-31,2026-09-06,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0129,2026-08-31,2026-09-06,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0130,2026-09-07,2026-09-13,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0131,2026-09-07,2026-09-13,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0132,2026-09-07,2026-09-13,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0133,2026-09-14,2026-09-20,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0134,2026-09-14,2026-09-20,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0135,2026-09-14,2026-09-20,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0136,2026-09-21,2026-09-27,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,BRAKE_ASSEMBLY_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,84.04263541666668,12.765891666666661,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0137,2026-09-21,2026-09-27,WS-FINAL-ASM,Final Assembly Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FINAL_ASSEMBLY_OPERATOR has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,80.32621666666667,31.47805333333332,REVIEW_LABOR_RESOURCE_DATA,False,True
PHASE4-MPS-20260628165504,CAP-REV-0138,2026-09-21,2026-09-27,WS-FRAME-PREP,Frame Preparation Station,LABOR_HIGH_UTILIZATION_WARNING,MEDIUM,FRAME_TECHNICIAN has HIGH_UTILIZATION_WARNING labor capacity.,LABOR_HIGH_UTILIZATION,91.85047291666667,6.519621666666666,REVIEW_LABOR_RESOURCE_DATA,False,True
