review_item_id,planning_run_id,schedule_candidate_id,finished_sku,operation_id,wip_item_id,wip_buffer_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
WIP8D-REV-0076,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0077,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0078,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0079,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0080,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0081,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0082,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0083,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0084,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0085,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0086,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0087,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0088,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0089,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0090,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-010,,,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0091,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-010,,,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0092,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0093,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0094,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0095,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0096,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0097,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0098,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0099,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0100,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0101,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0102,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0103,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0104,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0105,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0106,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0107,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0108,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0109,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0110,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0111,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0112,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0113,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-010,,,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0114,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-010,,,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0115,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0116,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0117,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0118,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0119,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0120,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0121,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0122,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0123,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0124,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0125,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0126,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0127,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0128,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0129,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0130,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0131,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0132,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0133,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0134,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0135,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0136,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-010,,,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0137,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-010,,,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0138,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0139,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0140,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0141,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0142,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0143,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0144,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0145,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0146,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0147,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0148,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0149,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0150,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0151,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
