sku_id,product_name,category,current_inventory,inventory_position,recommended_order_quantity,projected_units_after_order,abc_class,fsn_class,movement_class,vitality_class,perishability_class,seasonality_class,inventory_priority_class,main_inventory_status,primary_action,action_priority,main_cost_driver,cost_risk_level,movement_count,handling_unit,unit_volume_m3,unit_weight_kg,temperature_control_required,security_control_required,forklift_required,low_level_required,ergonomic_level_required,forklift_required_reason,low_level_required_reason,fefo_required,expiry_tracking_required,fragile,hazardous,stackable,max_stack_height_m,slotting_priority_score,z_level_score,recommended_storage_zone,recommended_location_id,location_assignment_status,current_location_id,zone,aisle,rack,shelf,bin,assigned_temperature_controlled,assigned_security_controlled,assigned_forklift_accessible,assigned_perishable_allowed,assigned_fragile_allowed,assigned_heavy_allowed,zone_match_type,expired_batch_ids,near_expiry_batch_ids,healthy_batch_ids,expired_batch_count,near_expiry_batch_count,healthy_batch_count,active_expired_batch_count,active_near_expiry_batch_count,active_healthy_batch_count,expired_empty_batch_count,near_expiry_empty_batch_count,healthy_empty_batch_count,quarantine_units,near_expiry_units_for_fefo,normal_storage_units,replenishment_units,historical_expired_or_near_expiry_batch_exists,quarantine_location_id,fefo_location_id,primary_storage_location_id,replenishment_receiving_location_id,batch_split_required,batch_split_reason,active_batch_split_reason,historical_batch_trace_reason,primary_storage_units,quarantine_storage_units,fefo_storage_units,replenishment_storage_units,primary_storage_volume_m3,quarantine_storage_volume_m3,fefo_storage_volume_m3,replenishment_storage_volume_m3,primary_projected_volume_m3,primary_storage_weight_kg,quarantine_storage_weight_kg,fefo_storage_weight_kg,replenishment_storage_weight_kg,primary_projected_weight_kg,current_required_volume_m3,projected_required_volume_m3,current_required_weight_kg,projected_required_weight_kg,location_capacity_m3,location_capacity_kg,location_current_utilization_pct,location_projected_utilization_pct,location_current_weight_utilization_pct,location_projected_weight_utilization_pct,projected_space_shortage_m3,projected_weight_shortage_kg,current_space_utilization_cost,projected_space_utilization_cost,incremental_space_cost_after_order,replenishment_location_projected_utilization_pct,replenishment_location_projected_weight_utilization_pct,replenishment_location_projected_over_capacity_flag,replenishment_location_projected_capacity_pressure_flag,sku_replenishment_volume_m3,sku_replenishment_weight_kg,sku_causes_projected_staging_pressure,sku_replenishment_staging_warning,sku_replenishment_staging_reason,distance_from_receiving_m,distance_to_shipping_m,distance_to_pick_face_m,one_way_operational_distance_m,total_travel_distance_m,travel_distance_basis,travel_threshold_basis,travel_time_min,travel_cost,frequency_adjusted_travel_distance_m,frequency_adjusted_travel_cost,slotting_warning_flags,slotting_info_flags,slotting_action_recommendation,slotting_reason,map_x,map_y,map_z,map_zone,map_label,map_color_group,primary_visual_location_id,replenishment_visual_location_id,quarantine_visual_location_id,fefo_visual_location_id,primary_visual_quantity,replenishment_visual_quantity,quarantine_visual_quantity,fefo_visual_quantity,primary_visual_volume_m3,replenishment_visual_volume_m3,quarantine_visual_volume_m3,fefo_visual_volume_m3,visual_status_group,visual_warning_flags,visual_info_flags
SP-LUBE-OIL-001,General Machine Lubricating Oil,Maintenance Spare Parts,24.0,24.0,30.0,54.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-004,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,30.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,24.0,0.0,0.0,30.0,0.24,0.0,0.0,0.3,0.54,24.0,0.0,0.0,30.0,54.0,0.24,0.54,24.0,54.0,30.0,1800.0,56.27,58.2,57.29,60.51,0.0,0.0,0.67,1.51,0.84,252.89,111.95,True,False,0.3,30.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-LUBE-OIL-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,24.0,30.0,0.0,0.0,0.24,0.3,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-PACK-BENCH-SPARE-001,Packaging Bench Spare Kit,Maintenance Spare Parts,10.0,10.0,15.0,25.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-006,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,10.0,0.0,0.0,15.0,0.1,0.0,0.0,0.15,0.25,10.0,0.0,0.0,15.0,25.0,0.1,0.25,10.0,25.0,30.0,1800.0,56.6,59.03,57.84,61.9,0.0,0.0,0.28,0.7,0.42,252.89,111.95,True,False,0.15,15.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-PACK-BENCH-SPARE-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,10.0,15.0,0.0,0.0,0.1,0.15,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-FRAME-JIG-PAD-001,Frame Jig Wear Pad Kit,Maintenance Spare Parts,6.0,6.0,14.0,20.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-006,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,6.0,0.0,0.0,14.0,0.06,0.0,0.0,0.14,0.2,6.0,0.0,0.0,14.0,20.0,0.06,0.2,6.0,20.0,30.0,1800.0,56.8,59.7,58.18,63.01,0.0,0.0,0.17,0.56,0.39,252.89,111.95,True,False,0.14,14.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-FRAME-JIG-PAD-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,6.0,14.0,0.0,0.0,0.06,0.14,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-BRAKE-BENCH-TOOL-001,Brake Bench Tool Spare Set,Maintenance Spare Parts,8.0,8.0,8.0,16.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-006,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,8.0,0.0,0.0,8.0,0.08,0.0,0.0,0.08,0.16,8.0,0.0,0.0,8.0,16.0,0.08,0.16,8.0,16.0,30.0,1800.0,57.07,60.23,58.62,63.9,0.0,0.0,0.22,0.45,0.22,252.89,111.95,True,False,0.08,8.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-BRAKE-BENCH-TOOL-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,8.0,8.0,0.0,0.0,0.08,0.08,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-BEARING-KIT-001,General Bearing Replacement Kit,Maintenance Spare Parts,5.0,5.0,8.0,13.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-005,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,5.0,0.0,0.0,8.0,0.05,0.0,0.0,0.08,0.13,5.0,0.0,0.0,8.0,13.0,0.05,0.13,5.0,13.0,30.0,1800.0,57.23,60.67,58.9,64.62,0.0,0.0,0.14,0.36,0.22,252.89,111.95,True,False,0.08,8.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-BEARING-KIT-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,5.0,8.0,0.0,0.0,0.05,0.08,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-FINAL-ASM-JIG-001,Final Assembly Jig Spare Kit,Maintenance Spare Parts,5.0,5.0,8.0,13.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-005,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,5.0,0.0,0.0,8.0,0.05,0.0,0.0,0.08,0.13,5.0,0.0,0.0,8.0,13.0,0.05,0.13,5.0,13.0,30.0,1800.0,57.4,61.1,59.18,65.34,0.0,0.0,0.14,0.36,0.22,252.89,111.95,True,False,0.08,8.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-FINAL-ASM-JIG-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,5.0,8.0,0.0,0.0,0.05,0.08,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-WHEEL-TRUING-SPARE-001,Wheel Truing Stand Spare Kit,Maintenance Spare Parts,4.0,4.0,8.0,12.0,C,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.19,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-006,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,4.0,0.0,0.0,8.0,0.04,0.0,0.0,0.08,0.12,4.0,0.0,0.0,8.0,12.0,0.04,0.12,4.0,12.0,30.0,1800.0,57.53,61.5,59.4,66.01,0.0,0.0,0.11,0.34,0.22,252.89,111.95,True,False,0.08,8.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-WHEEL-TRUING-SPARE-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,4.0,8.0,0.0,0.0,0.04,0.08,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-PEDAL-SET-001,UNKNOWN,UNKNOWN,180.0,180.0,0.0,180.0,B,N,NON_MOVING,IMPORTANT,NON_PERISHABLE,NON_SEASONAL,MEDIUM_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,0.0,EACH,0.025,0.75,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,True,4.0,0.14,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED,LOC-EP-004,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,,,LOC-SP-001,,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,180.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,135.0,0.0,0.0,0.0,135.0,4.5,4.5,135.0,135.0,30.0,1800.0,72.53,76.5,66.9,73.51,0.0,0.0,12.6,12.6,0.0,0.0,0.0,False,False,0.0,0.0,False,,No replenishment staging quantity is assigned for this SKU.,47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,,,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SKU-COMP-PEDAL-SET-001 -> LOC-SP-001,OVERSTOCK,LOC-SP-001,,,,180.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,OVERSTOCK,,
SKU-COMP-BOLT-KIT-001,UNKNOWN,UNKNOWN,500.0,500.0,0.0,500.0,C,N,NON_MOVING,IMPORTANT,NON_PERISHABLE,NON_SEASONAL,MEDIUM_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,0.0,CASE,0.006,0.4,False,True,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,True,4.0,0.09,0.75,SECURITY_CONTROLLED,LOC-SC-002,REVIEW_REQUIRED,LOC-SC-003,SLOW_PICK,SEC2,B,3,,False,True,False,False,True,False,CAPABILITY_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,,,LOC-SC-002,,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,500.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,200.0,0.0,0.0,0.0,200.0,3.0,3.0,200.0,200.0,16.0,850.0,99.97,361.22,77.26,186.32,41.79,733.75,16.8,16.8,0.0,0.0,0.0,False,False,0.0,0.0,False,,No replenishment staging quantity is assigned for this SKU.,53.25,31.38,31.38,31.38,84.63,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.41,1.69,84.63,1.69,INSUFFICIENT_SPACE_AFTER_ORDER,CAPABILITY_MATCH_NON_EXACT_ZONE,REVIEW_CAPACITY_BEFORE_ORDER,Projected inventory after recommended order exceeds assigned location capacity; review capacity before ordering.,46.0,32.0,3.0,SLOW_PICK,SKU-COMP-BOLT-KIT-001 -> LOC-SC-002,OVERSTOCK,LOC-SC-002,,,,500.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,OVERSTOCK,,CAPABILITY_MATCH_NON_EXACT_ZONE
SKU-UMR-007,Compact Umbrella,Accessories,8.0,8.0,70.0,78.0,C,N,NON_MOVING,IMPORTANT,NON_PERISHABLE,NON_SEASONAL,MEDIUM_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,2.0,EACH,0.03,1.1,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,True,3.0,0.09,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED,LOC-SP-001,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,BATCH-007-01;BATCH-007-02;BATCH-007-03,0,0,3,0,0,3,0,0,0,0.0,0.0,8.0,70.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,8.0,0.0,0.0,70.0,0.24,0.0,0.0,2.1,2.34,8.8,0.0,0.0,77.0,85.8,0.24,2.34,8.8,85.8,30.0,1800.0,73.33,84.3,67.39,78.28,0.0,0.0,0.67,6.55,5.88,252.89,111.95,True,False,2.1,77.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,154.78,3.1,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SKU-UMR-007 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,8.0,70.0,0.0,0.0,0.24,2.1,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,720.0,720.0,0.0,720.0,C,N,NON_MOVING,IMPORTANT,NON_PERISHABLE,SEASONAL_DRAWDOWN,MEDIUM_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,3.0,PALLET,0.025,2.4,False,False,True,True,False,PALLET_HANDLING_UNIT,HEAVY_OR_LOW_STORAGE_REQUIRED,False,False,False,False,True,3.0,0.04,1.0,BULK_STORAGE,LOC-BK-001,ASSIGNED,LOC-BK-001,BULK_STORAGE,B1,A,1,,False,False,True,False,False,True,EXACT_ZONE_MATCH,,,BATCH-006-01;BATCH-006-02,0,0,2,0,0,2,0,0,0,0.0,0.0,720.0,0.0,False,,,LOC-BK-001,,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,720.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,1728.0,0.0,0.0,0.0,1728.0,18.0,18.0,1728.0,1728.0,160.0,15000.0,74.44,77.06,67.73,67.98,0.0,0.0,57.6,57.6,0.0,0.0,0.0,False,False,0.0,0.0,False,,No replenishment staging quantity is assigned for this SKU.,49.4,19.72,19.72,19.72,69.12,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.15,1.38,207.36,4.14,,,MOVE_TO_BULK_STORAGE,"Slow, bulky, or overstocked SKU can use bulk storage to free prime pick space.",48.0,20.0,1.0,BULK_STORAGE,SKU-BBQ-006 -> LOC-BK-001,OVERSTOCK,LOC-BK-001,,,,720.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,OVERSTOCK,,
